instance_id,error_code,severity_level,severity_name,subsystem_code,subsystem_name,mid,fault_category,machine,operation_code,run_id,title,primary_param,primary_param_name,primary_param_unit,primary_value,normal_min,normal_max,critical_min,critical_max,all_pvalues_json,recommended_action,related_codes,real_x_rms,real_y_rms,real_z_rms,real_crest,real_kurtosis,source,complaint_case_id
384,THM-NC-001,7,NOTICE,THM,Thermal Management,146,process_anomaly,M03,OP14,M03_OP14_inst0384,Thermal Compensation Active,P070,Ambient Temperature,°C,19.65,15.0,35.0,5.0,45.0,"{""P070"": 19.65, ""P003"": 73.753, ""P001"": 7793.334, ""P002"": 76.057}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
385,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M01,OP02,M01_OP02_inst0385,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,69.3,0.0,85.0,0.0,105.0,"{""P002"": 69.3, ""P005"": 83.075, ""P001"": 4577.595, ""P003"": 34.91}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,,,,,,synthetic_normal,
386,SPN-NC-001,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M03,OP04,M03_OP04_inst0386,Spindle Speed Program Limit Active,P001,Spindle Speed,RPM,3731.0,100.0,8000.0,0.0,8500.0,"{""P001"": 3731, ""P002"": 47.898, ""P003"": 21.81, ""P004"": 4.179}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
387,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M01,OP02,M01_OP02_inst0387,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,3.175,0.0,4.5,0.0,11.2,"{""P060"": 3.175, ""P061"": 3.385, ""P062"": 3.207, ""P001"": 3246.539, ""P002"": 6.54}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
388,AXS-AD-001,8,ADVISORY,AXS,Axis Servo System,130,process_anomaly,M03,OP02,M03_OP02_inst0388,Rapid Override Active,P083,Feed Override,%,39.2,0.0,120.0,0.0,150.0,"{""P083"": 39.2, ""P001"": 6810.595, ""P002"": 57.548}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
389,VIB-NC-001,7,NOTICE,VIB,Vibration Monitoring,144,process_anomaly,M02,OP14,M02_OP14_inst0389,Crest Factor — Within Normal Band,P063,Vibration Crest Factor,-,2.386,1.0,4.5,0.0,12.0,"{""P063"": 2.386, ""P001"": 6344.935, ""P002"": 58.591}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
390,SPN-NC-002,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M03,OP11,M03_OP11_inst0390,Spindle Warm-Up Complete,P003,Spindle Motor Temperature,°C,46.935,20.0,75.0,0.0,95.0,"{""P003"": 46.935, ""P001"": 524.202, ""P002"": 37.153}",Informational. Parameter approaching limit. Review during next maintenance window.,SPN-WN-002,,,,,,synthetic_normal,
391,SPN-NC-001,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M02,OP08,M02_OP08_inst0391,Spindle Speed Program Limit Active,P001,Spindle Speed,RPM,3320.0,100.0,8000.0,0.0,8500.0,"{""P001"": 3320, ""P002"": 81.163, ""P003"": 41.819, ""P004"": 3.481}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
392,SPN-WN-002,6,WARNING,SPN,Spindle Drive System,128,spindle_bearing_fault,M03,OP04,M03_OP04_inst0392,Spindle Temperature — Warm-Up Reminder,P003,Spindle Motor Temperature,°C,62.583,20.0,75.0,0.0,95.0,"{""P003"": 62.583, ""P001"": 3659.347, ""P002"": 19.392}",Log event. No immediate action required. Review at end of shift.,SPN-MN-002|THM-NC-001,,,,,,synthetic_normal,
393,ELC-NC-001,7,NOTICE,ELC,Electrical Cabinet,142,process_anomaly,M02,OP02,M02_OP02_inst0393,Power-On Self-Test — Passed,P090,DC Bus Voltage,V,582.313,560.0,620.0,480.0,680.0,"{""P090"": 582.313, ""P091"": 406.427, ""P001"": 776.984, ""P002"": 52.582}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
394,CLS-NC-001,7,NOTICE,CLS,Coolant System,134,process_anomaly,M03,OP01,M03_OP01_inst0394,Coolant Temperature Stabilised,P031,Coolant Temperature,°C,17.656,15.0,35.0,5.0,45.0,"{""P031"": 17.656, ""P001"": 1318.346, ""P002"": 60.493}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
395,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M03,OP07,M03_OP07_inst0395,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.005,-0.01,0.01,-0.5,0.5,"{""P010"": -0.005, ""P011"": -0.008, ""P012"": -0.01, ""P001"": 2535.313, ""P002"": 30.593}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
396,LUB-WN-001,6,WARNING,LUB,Lubrication System,136,process_anomaly,M01,OP02,M01_OP02_inst0396,Lubrication — Scheduled Interval Due,P041,Lubrication Oil Level,%,64.8,25.0,100.0,10.0,100.0,"{""P041"": 64.8, ""P001"": 3504.738, ""P002"": 47.344}",Log event. No immediate action required. Review at end of shift.,LUB-SR-001,,,,,,synthetic_normal,
397,HYD-WN-001,6,WARNING,HYD,Hydraulic System,138,process_anomaly,M02,OP01,M02_OP01_inst0397,Hydraulic Pump — Scheduled Service Due,P052,Hydraulic Pump Flow,L/min,27.638,20.0,35.0,5.0,40.0,"{""P052"": 27.638, ""P001"": 2895.923, ""P002"": 7.91}",Log event. No immediate action required. Review at end of shift.,HYD-MD-001,,,,,,synthetic_normal,
398,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M02,OP01,M02_OP01_inst0398,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,2.71,0.0,4.5,0.0,11.2,"{""P060"": 2.71, ""P061"": 1.745, ""P062"": 0.381, ""P001"": 7218.975, ""P002"": 76.943}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
399,CLS-NC-001,7,NOTICE,CLS,Coolant System,134,process_anomaly,M03,OP08,M03_OP08_inst0399,Coolant Temperature Stabilised,P031,Coolant Temperature,°C,18.357,15.0,35.0,5.0,45.0,"{""P031"": 18.357, ""P001"": 3107.783, ""P002"": 11.801}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
400,LUB-AD-001,8,ADVISORY,LUB,Lubrication System,136,process_anomaly,M02,OP07,M02_OP07_inst0400,Lubrication Oil Level — Nominal,P041,Lubrication Oil Level,%,36.9,25.0,100.0,10.0,100.0,"{""P041"": 36.9, ""P001"": 1420.938, ""P002"": 23.457}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
401,LUB-AD-001,8,ADVISORY,LUB,Lubrication System,136,process_anomaly,M02,OP14,M02_OP14_inst0401,Lubrication Oil Level — Nominal,P041,Lubrication Oil Level,%,34.8,25.0,100.0,10.0,100.0,"{""P041"": 34.8, ""P001"": 2088.428, ""P002"": 20.96}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
402,CNC-AD-001,8,ADVISORY,CNC,CNC Controller,140,process_anomaly,M03,OP08,M03_OP08_inst0402,NC Block Counter,P082,NC Program Block Number,block,17821.0,0.0,99999.0,0.0,99999.0,"{""P082"": 17821, ""P001"": 945.082, ""P002"": 25.896}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
403,ELC-AD-001,8,ADVISORY,ELC,Electrical Cabinet,142,process_anomaly,M02,OP14,M02_OP14_inst0403,UPS Battery — Fully Charged,P093,UPS Battery Level,%,87.0,80.0,100.0,20.0,100.0,"{""P093"": 87.0, ""P001"": 6452.204, ""P002"": 28.011}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
404,VIB-NC-001,7,NOTICE,VIB,Vibration Monitoring,144,process_anomaly,M02,OP14,M02_OP14_inst0404,Crest Factor — Within Normal Band,P063,Vibration Crest Factor,-,2.503,1.0,4.5,0.0,12.0,"{""P063"": 2.503, ""P001"": 5243.191, ""P002"": 50.523}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
405,LUB-AD-001,8,ADVISORY,LUB,Lubrication System,136,process_anomaly,M02,OP08,M02_OP08_inst0405,Lubrication Oil Level — Nominal,P041,Lubrication Oil Level,%,60.9,25.0,100.0,10.0,100.0,"{""P041"": 60.9, ""P001"": 1686.727, ""P002"": 26.706}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
406,ELC-AD-001,8,ADVISORY,ELC,Electrical Cabinet,142,process_anomaly,M02,OP04,M02_OP04_inst0406,UPS Battery — Fully Charged,P093,UPS Battery Level,%,87.9,80.0,100.0,20.0,100.0,"{""P093"": 87.9, ""P001"": 5099.929, ""P002"": 82.26}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
407,CLS-NC-001,7,NOTICE,CLS,Coolant System,134,process_anomaly,M02,OP07,M02_OP07_inst0407,Coolant Temperature Stabilised,P031,Coolant Temperature,°C,19.242,15.0,35.0,5.0,45.0,"{""P031"": 19.242, ""P001"": 6308.346, ""P002"": 31.026}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
408,TCS-NC-001,7,NOTICE,TCS,Tool Change System,132,process_anomaly,M03,OP08,M03_OP08_inst0408,Tool Change Complete,P020,Tool Magazine Position,slot,6.0,1.0,30.0,0.0,31.0,"{""P020"": 6.0, ""P022"": 5.419, ""P001"": 312.637, ""P002"": 61.813}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
409,TCS-AD-001,8,ADVISORY,TCS,Tool Change System,132,process_anomaly,M02,OP14,M02_OP14_inst0409,Magazine Position Update,P020,Tool Magazine Position,slot,7.3,1.0,30.0,0.0,31.0,"{""P020"": 7.3, ""P001"": 5573.399, ""P002"": 69.612}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
410,THM-WN-001,6,WARNING,THM,Thermal Management,146,process_anomaly,M03,OP07,M03_OP07_inst0410,Ambient Temperature — Above Recommended Range,P070,Ambient Temperature,°C,25.974,15.0,35.0,5.0,45.0,"{""P070"": 25.974, ""P001"": 2492.378, ""P002"": 21.478}",Log event. No immediate action required. Review at end of shift.,THM-MD-001,,,,,,synthetic_normal,
411,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M03,OP07,M03_OP07_inst0411,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.002,-0.01,0.01,-0.5,0.5,"{""P010"": -0.002, ""P011"": -0.009, ""P012"": 0.01, ""P001"": 3885.954, ""P002"": 34.068}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
412,HYD-WN-001,6,WARNING,HYD,Hydraulic System,138,process_anomaly,M03,OP07,M03_OP07_inst0412,Hydraulic Pump — Scheduled Service Due,P052,Hydraulic Pump Flow,L/min,30.354,20.0,35.0,5.0,40.0,"{""P052"": 30.354, ""P001"": 6346.695, ""P002"": 30.56}",Log event. No immediate action required. Review at end of shift.,HYD-MD-001,,,,,,synthetic_normal,
413,SPN-NC-002,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M01,OP14,M01_OP14_inst0413,Spindle Warm-Up Complete,P003,Spindle Motor Temperature,°C,30.961,20.0,75.0,0.0,95.0,"{""P003"": 30.961, ""P001"": 5351.082, ""P002"": 14.139}",Informational. Parameter approaching limit. Review during next maintenance window.,SPN-WN-002,,,,,,synthetic_normal,
414,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M03,OP11,M03_OP11_inst0414,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,62.7,0.0,85.0,0.0,105.0,"{""P002"": 62.7, ""P005"": 47.954, ""P001"": 6046.194, ""P003"": 73.114}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,,,,,,synthetic_normal,
415,THM-NC-001,7,NOTICE,THM,Thermal Management,146,process_anomaly,M01,OP01,M01_OP01_inst0415,Thermal Compensation Active,P070,Ambient Temperature,°C,17.789,15.0,35.0,5.0,45.0,"{""P070"": 17.789, ""P003"": 32.21, ""P001"": 6000.139, ""P002"": 47.429}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
416,CLS-WN-001,6,WARNING,CLS,Coolant System,134,process_anomaly,M02,OP04,M02_OP04_inst0416,Coolant Tank — Refill Reminder,P033,Coolant Tank Level,%,71.0,20.0,100.0,5.0,100.0,"{""P033"": 71.0, ""P001"": 6201.504, ""P002"": 50.03}",Log event. No immediate action required. Review at end of shift.,CLS-MD-001,,,,,,synthetic_normal,
417,HYD-WN-001,6,WARNING,HYD,Hydraulic System,138,process_anomaly,M01,OP04,M01_OP04_inst0417,Hydraulic Pump — Scheduled Service Due,P052,Hydraulic Pump Flow,L/min,32.738,20.0,35.0,5.0,40.0,"{""P052"": 32.738, ""P001"": 3913.892, ""P002"": 25.112}",Log event. No immediate action required. Review at end of shift.,HYD-MD-001,,,,,,synthetic_normal,
418,SPN-NC-002,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M01,OP14,M01_OP14_inst0418,Spindle Warm-Up Complete,P003,Spindle Motor Temperature,°C,46.195,20.0,75.0,0.0,95.0,"{""P003"": 46.195, ""P001"": 1219.234, ""P002"": 26.511}",Informational. Parameter approaching limit. Review during next maintenance window.,SPN-WN-002,,,,,,synthetic_normal,
419,CNC-WN-001,6,WARNING,CNC,CNC Controller,140,process_anomaly,M01,OP08,M01_OP08_inst0419,Program — Approaching End of File,P082,NC Program Block Number,block,66901.0,0.0,99999.0,0.0,99999.0,"{""P082"": 66901, ""P001"": 3861.684, ""P002"": 37.244}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
420,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M02,OP01,M02_OP01_inst0420,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,31.445,20.0,72.0,0.0,90.0,"{""P072"": 31.445, ""P001"": 6500.469, ""P002"": 9.782}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
421,VIB-NC-001,7,NOTICE,VIB,Vibration Monitoring,144,process_anomaly,M03,OP01,M03_OP01_inst0421,Crest Factor — Within Normal Band,P063,Vibration Crest Factor,-,2.298,1.0,4.5,0.0,12.0,"{""P063"": 2.298, ""P001"": 1398.397, ""P002"": 83.632}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
422,CLS-NC-001,7,NOTICE,CLS,Coolant System,134,process_anomaly,M03,OP02,M03_OP02_inst0422,Coolant Temperature Stabilised,P031,Coolant Temperature,°C,21.415,15.0,35.0,5.0,45.0,"{""P031"": 21.415, ""P001"": 2714.818, ""P002"": 36.241}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
423,CNC-WN-001,6,WARNING,CNC,CNC Controller,140,process_anomaly,M01,OP14,M01_OP14_inst0423,Program — Approaching End of File,P082,NC Program Block Number,block,64176.0,0.0,99999.0,0.0,99999.0,"{""P082"": 64176, ""P001"": 1557.169, ""P002"": 54.441}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
424,THM-NC-001,7,NOTICE,THM,Thermal Management,146,process_anomaly,M02,OP01,M02_OP01_inst0424,Thermal Compensation Active,P070,Ambient Temperature,°C,22.899,15.0,35.0,5.0,45.0,"{""P070"": 22.899, ""P003"": 68.57, ""P001"": 3651.643, ""P002"": 36.512}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
425,SPN-WN-001,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M03,OP02,M03_OP02_inst0425,Spindle Load — Tool Life 80% Consumed,P002,Spindle Load,%,48.6,0.0,85.0,0.0,105.0,"{""P002"": 48.6, ""P001"": 6043.371, ""P003"": 64.48}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|TCS-MD-001,,,,,,synthetic_normal,
426,SPN-NC-001,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M03,OP01,M03_OP01_inst0426,Spindle Speed Program Limit Active,P001,Spindle Speed,RPM,3416.0,100.0,8000.0,0.0,8500.0,"{""P001"": 3416, ""P002"": 45.636, ""P003"": 40.119, ""P004"": 0.887}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
427,SPN-AD-002,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M02,OP11,M02_OP11_inst0427,Spindle Idle — No Load Detected,P002,Spindle Load,%,37.8,0.0,85.0,0.0,105.0,"{""P002"": 37.8, ""P001"": 4268.949, ""P003"": 55.151}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
428,ELC-NC-001,7,NOTICE,ELC,Electrical Cabinet,142,process_anomaly,M03,OP07,M03_OP07_inst0428,Power-On Self-Test — Passed,P090,DC Bus Voltage,V,580.088,560.0,620.0,480.0,680.0,"{""P090"": 580.088, ""P091"": 393.917, ""P001"": 6779.591, ""P002"": 52.476}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
429,LUB-AD-001,8,ADVISORY,LUB,Lubrication System,136,process_anomaly,M03,OP08,M03_OP08_inst0429,Lubrication Oil Level — Nominal,P041,Lubrication Oil Level,%,35.0,25.0,100.0,10.0,100.0,"{""P041"": 35.0, ""P001"": 1158.187, ""P002"": 10.018}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
430,LUB-AD-001,8,ADVISORY,LUB,Lubrication System,136,process_anomaly,M01,OP02,M01_OP02_inst0430,Lubrication Oil Level — Nominal,P041,Lubrication Oil Level,%,43.7,25.0,100.0,10.0,100.0,"{""P041"": 43.7, ""P001"": 1216.732, ""P002"": 33.019}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
431,AXS-WN-001,6,WARNING,AXS,Axis Servo System,130,process_anomaly,M03,OP07,M03_OP07_inst0431,Following Error — Intermittent Spikes,P016,Axis Following Error,mm,0.032,0.0,0.05,0.0,2.0,"{""P016"": 0.032, ""P001"": 3944.695, ""P002"": 45.677}",Log event. No immediate action required. Review at end of shift.,AXS-MD-001|AXS-MJ-001,,,,,,synthetic_normal,
432,TCS-WN-001,6,WARNING,TCS,Tool Change System,132,tool_wear,M03,OP02,M03_OP02_inst0432,Next Tool Pre-Call — Long ATC Cycle Expected,P020,Tool Magazine Position,slot,20.5,1.0,30.0,0.0,31.0,"{""P020"": 20.5, ""P001"": 1208.343, ""P002"": 26.739}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
433,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M03,OP01,M03_OP01_inst0433,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,43.203,20.0,72.0,0.0,90.0,"{""P072"": 43.203, ""P001"": 7619.551, ""P002"": 41.192}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
434,TCS-NC-001,7,NOTICE,TCS,Tool Change System,132,process_anomaly,M02,OP08,M02_OP08_inst0434,Tool Change Complete,P020,Tool Magazine Position,slot,9.8,1.0,30.0,0.0,31.0,"{""P020"": 9.8, ""P022"": 4.737, ""P001"": 5509.104, ""P002"": 35.329}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
435,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M02,OP02,M02_OP02_inst0435,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,26.92,20.0,72.0,0.0,90.0,"{""P072"": 26.92, ""P001"": 343.8, ""P002"": 64.69}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
436,LUB-NC-001,7,NOTICE,LUB,Lubrication System,136,process_anomaly,M01,OP04,M01_OP04_inst0436,Lubrication Cycle Complete,P040,Lubrication Oil Pressure,bar,2.475,2.0,4.5,0.5,6.0,"{""P040"": 2.475, ""P042"": 1.077, ""P001"": 6267.848, ""P002"": 48.08}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
437,CNC-AD-001,8,ADVISORY,CNC,CNC Controller,140,process_anomaly,M03,OP08,M03_OP08_inst0437,NC Block Counter,P082,NC Program Block Number,block,14528.0,0.0,99999.0,0.0,99999.0,"{""P082"": 14528, ""P001"": 1002.233, ""P002"": 65.885}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
438,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M03,OP14,M03_OP14_inst0438,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,605.893,560.0,620.0,480.0,680.0,"{""P090"": 605.893, ""P001"": 6104.033, ""P002"": 37.516}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
439,TCS-AD-001,8,ADVISORY,TCS,Tool Change System,132,process_anomaly,M02,OP01,M02_OP01_inst0439,Magazine Position Update,P020,Tool Magazine Position,slot,12.4,1.0,30.0,0.0,31.0,"{""P020"": 12.4, ""P001"": 5264.006, ""P002"": 21.04}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
440,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP04,M02_OP04_inst0440,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,52.9,0.0,85.0,0.0,105.0,"{""P002"": 52.9, ""P005"": 98.007, ""P001"": 3568.652, ""P003"": 74.668}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,,,,,,synthetic_normal,
441,CLS-NC-001,7,NOTICE,CLS,Coolant System,134,process_anomaly,M01,OP14,M01_OP14_inst0441,Coolant Temperature Stabilised,P031,Coolant Temperature,°C,22.901,15.0,35.0,5.0,45.0,"{""P031"": 22.901, ""P001"": 5544.155, ""P002"": 73.189}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
442,THM-NC-001,7,NOTICE,THM,Thermal Management,146,process_anomaly,M01,OP08,M01_OP08_inst0442,Thermal Compensation Active,P070,Ambient Temperature,°C,18.114,15.0,35.0,5.0,45.0,"{""P070"": 18.114, ""P003"": 31.364, ""P001"": 1734.847, ""P002"": 5.045}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
443,VIB-AD-001,8,ADVISORY,VIB,Vibration Monitoring,144,process_anomaly,M03,OP04,M03_OP04_inst0443,Vibration Baseline Update,P060,X-Axis Vibration RMS,mm/s,1.524,0.0,4.5,0.0,11.2,"{""P060"": 1.524, ""P061"": 0.758, ""P062"": 4.406, ""P001"": 2411.814, ""P002"": 48.683}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
444,HYD-WN-001,6,WARNING,HYD,Hydraulic System,138,process_anomaly,M03,OP14,M03_OP14_inst0444,Hydraulic Pump — Scheduled Service Due,P052,Hydraulic Pump Flow,L/min,28.0,20.0,35.0,5.0,40.0,"{""P052"": 28.0, ""P001"": 7705.899, ""P002"": 66.784}",Log event. No immediate action required. Review at end of shift.,HYD-MD-001,,,,,,synthetic_normal,
445,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP14,M02_OP14_inst0445,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,62.0,0.0,85.0,0.0,105.0,"{""P002"": 62.0, ""P001"": 5641.27, ""P003"": 27.298}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,,,,,,synthetic_normal,
446,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M03,OP04,M03_OP04_inst0446,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.001,-0.01,0.01,-0.5,0.5,"{""P010"": -0.001, ""P011"": 0.005, ""P012"": 0.004, ""P001"": 3966.724, ""P002"": 49.081}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
447,LUB-WN-001,6,WARNING,LUB,Lubrication System,136,process_anomaly,M03,OP07,M03_OP07_inst0447,Lubrication — Scheduled Interval Due,P041,Lubrication Oil Level,%,72.3,25.0,100.0,10.0,100.0,"{""P041"": 72.3, ""P001"": 696.579, ""P002"": 67.541}",Log event. No immediate action required. Review at end of shift.,LUB-SR-001,,,,,,synthetic_normal,
448,SPN-NC-002,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M02,OP08,M02_OP08_inst0448,Spindle Warm-Up Complete,P003,Spindle Motor Temperature,°C,41.996,20.0,75.0,0.0,95.0,"{""P003"": 41.996, ""P001"": 5588.159, ""P002"": 74.572}",Informational. Parameter approaching limit. Review during next maintenance window.,SPN-WN-002,,,,,,synthetic_normal,
449,CNC-WN-001,6,WARNING,CNC,CNC Controller,140,process_anomaly,M02,OP04,M02_OP04_inst0449,Program — Approaching End of File,P082,NC Program Block Number,block,70367.0,0.0,99999.0,0.0,99999.0,"{""P082"": 70367, ""P001"": 6964.371, ""P002"": 72.009}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
450,SPN-NC-002,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M03,OP07,M03_OP07_inst0450,Spindle Warm-Up Complete,P003,Spindle Motor Temperature,°C,39.466,20.0,75.0,0.0,95.0,"{""P003"": 39.466, ""P001"": 5608.583, ""P002"": 72.259}",Informational. Parameter approaching limit. Review during next maintenance window.,SPN-WN-002,,,,,,synthetic_normal,
451,ELC-AD-001,8,ADVISORY,ELC,Electrical Cabinet,142,process_anomaly,M01,OP07,M01_OP07_inst0451,UPS Battery — Fully Charged,P093,UPS Battery Level,%,88.6,80.0,100.0,20.0,100.0,"{""P093"": 88.6, ""P001"": 4008.248, ""P002"": 27.444}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
452,LUB-NC-001,7,NOTICE,LUB,Lubrication System,136,process_anomaly,M02,OP08,M02_OP08_inst0452,Lubrication Cycle Complete,P040,Lubrication Oil Pressure,bar,2.828,2.0,4.5,0.5,6.0,"{""P040"": 2.828, ""P042"": 1.632, ""P001"": 3934.169, ""P002"": 29.218}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
453,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M01,OP01,M01_OP01_inst0453,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,61.1,0.0,85.0,0.0,105.0,"{""P002"": 61.1, ""P001"": 6709.947, ""P003"": 20.895}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,,,,,,synthetic_normal,
454,AXS-AD-001,8,ADVISORY,AXS,Axis Servo System,130,process_anomaly,M02,OP07,M02_OP07_inst0454,Rapid Override Active,P083,Feed Override,%,12.0,0.0,120.0,0.0,150.0,"{""P083"": 12.0, ""P001"": 7668.451, ""P002"": 17.197}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
455,AXS-WN-001,6,WARNING,AXS,Axis Servo System,130,process_anomaly,M03,OP04,M03_OP04_inst0455,Following Error — Intermittent Spikes,P016,Axis Following Error,mm,0.028,0.0,0.05,0.0,2.0,"{""P016"": 0.028, ""P001"": 7468.532, ""P002"": 23.292}",Log event. No immediate action required. Review at end of shift.,AXS-MD-001|AXS-MJ-001,,,,,,synthetic_normal,
